Is your source code stored in a repository under revision control?,Y,
Is each source code release a snapshot of the repository?,N,I dont see any release information or snapshots for releases
Are releases tagged in the repository?,N,
"Is there a branch of the repository that is always stable? (i.e. tests always pass, code always builds successfully)",Y,the main branch 
Do you back-up your repository?,Y,Version control
Do you provide publicly-available instructions for building your software from the source code?,Y,
"Can you build, or package, your software using an automated tool?",N,
Do you provide publicly-available instructions for deploying your software?,Y,
Does your documentation list all third-party dependencies?,Y,
Does your documentation list the version number for all third-party dependencies?,N,Mentions only tools and not the versions
"Does your software list the web address, and licences for all third-party dependencies and say whether the dependencies are mandatory or optional?",N,
Can you download dependencies using a dependency management tool or package manager?,N,
Do you have tests that can be run after your software has been built or deployed to show whether the build or deployment has been successful?,N,No support to check build success.
Do you have an automated test suite for your software?,N,
Do you have a framework to periodically (e.g. nightly) run your tests on the latest version of the source code?,N,No
"Do you use continuous integration, automatically running tests whenever changes are made to your source code?",N,
Are your test results publicly visible,N,
Are all manually-run tests documented?,N,
"Does your project have resources (e.g. blog, Twitter, RSS feed, Facebook page, wiki, mailing list) that are regularly updated with information about your software?",N,Did not find any other resources other than github.
Does your website state how many projects and users are associated with your project?,Y,But doesn't mention all users
Do you provide success stories on your website?,N,
Do you list your important partners and collaborators on your website?,Y,List can be seen on readme and contributor sections.
Do you list your project's publications on your website or link to a resource where these are available?,N,
Do you list third-party publications that refer to your software on your website or link to a resource where these are available?,N,
Can users subscribe to notifications to changes to your source code repository?,Y,
Not executed,N,
"Do you accept contributions (e.g. bug fixes, enhancements, documentation updates, tutorials) from people who are not part of your project?",Y,https://github.com/bhavesh242/GITS/blob/master/CONTRIBUTING.md
Do you have a contributions policy?,Y,https://github.com/bhavesh242/GITS/blob/master/CONTRIBUTING.md
Is your contributions' policy publicly available?,Y,https://github.com/bhavesh242/GITS/blob/master/CONTRIBUTING.md
Do contributors keep the copyright/IP of their contributions?,N,
Does your website and documentation clearly state the copyright owners of your software and documentation?,N,
Does each of your source code files include a copyright statement?,N,
Does your website and documentation clearly state the licence of your software?,Y,
Is your software released under an open source licence?,Y,
Is your software released under an OSI-approved open-source licence?,Y,
Does each of your source code files include a licence header?,N,
Do you have a recommended citation for your software?,N,
"Does your website or documentation include a project roadmap (a list of project and development milestones for the next 3, 6 and 12 months)?",Y,There's a future scope section in the video. Not found in GIT
"Does your website or documentation describe how your project is funded, and the period over which funding is guaranteed?",N,
"Do you make timely announcements of the deprecation of components, APIs, etc.?",N,
,,
,,
